Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2012-08-18,,Premier League,Matchweek 1,Sat,Home,W,3,0,Liverpool,,,,4-2-3-1,Phil Dowd,Match Report,
2012-08-25,,Premier League,Matchweek 2,Sat,Away,D,1,1,Tottenham,,,,4-2-3-1,Mike Dean,Match Report,
2012-09-01,,Premier League,Matchweek 3,Sat,Home,W,2,0,Everton,,,,4-2-3-1,Jon Moss,Match Report,
2012-09-15,,Premier League,Matchweek 4,Sat,Away,L,0,3,Fulham,,,,4-2-3-1,Roger East,Match Report,
2012-09-22,,Premier League,Matchweek 5,Sat,Home,W,1,0,Reading,,,,4-2-3-1,Chris Foy,Match Report,
2012-09-30,,Premier League,Matchweek 6,Sun,Away,D,1,1,Aston Villa,,,,4-4-1-1,Anthony Taylor,Match Report,
2012-10-06,,Premier League,Matchweek 7,Sat,Home,W,3,2,QPR,,,,4-2-3-1,Mike Jones,Match Report,
2012-10-20,,Premier League,Matchweek 8,Sat,Home,L,1,2,Manchester City,,,,4-2-3-1,Mark Clattenburg,Match Report,
2012-10-28,,Premier League,Matchweek 9,Sun,Away,L,1,2,Newcastle Utd,,,,4-2-3-1,Chris Foy,Match Report,
2012-11-05,,Premier League,Matchweek 10,Mon,Home,W,2,0,Southampton,,,,4-2-3-1,Mark Halsey,Match Report,
2012-11-10,,Premier League,Matchweek 11,Sat,Away,W,2,1,Wigan Athletic,,,,4-4-2,Neil Swarbrick,Match Report,
2012-11-17,,Premier League,Matchweek 12,Sat,Home,W,2,1,Chelsea,,,,4-2-3-1,Michael Oliver,Match Report,
2012-11-24,,Premier League,Matchweek 13,Sat,Away,W,4,2,Sunderland,,,,4-2-3-1,Mike Dean,Match Report,
2012-11-28,,Premier League,Matchweek 14,Wed,Away,L,1,3,Swansea City,,,,4-2-3-1,Lee Mason,Match Report,
2012-12-01,,Premier League,Matchweek 15,Sat,Home,L,0,1,Stoke City,,,,4-2-3-1,Kevin Friend,Match Report,
2012-12-08,,Premier League,Matchweek 16,Sat,Away,L,0,2,Arsenal,,,,4-2-3-1,Mike Jones,Match Report,
2012-12-16,,Premier League,Matchweek 17,Sun,Home,D,0,0,West Ham,,,,4-2-3-1,Phil Dowd,Match Report,
2012-12-22,,Premier League,Matchweek 18,Sat,Home,W,2,1,Norwich City,,,,4-2-3-1,Martin Atkinson,Match Report,
2012-12-26,,Premier League,Matchweek 19,Wed,Away,W,2,1,QPR,,,,4-2-3-1,Chris Foy,Match Report,
2012-12-29,,Premier League,Matchweek 20,Sat,Away,L,0,2,Manchester Utd,,,,4-2-3-1,Jon Moss,Match Report,
2013-01-01,,Premier League,Matchweek 21,Tue,Home,L,1,2,Fulham,,,,4-2-3-1,Mike Dean,Match Report,
2013-01-12,,Premier League,Matchweek 22,Sat,Away,L,2,3,Reading,,,,4-2-3-1,Kevin Friend,Match Report,
2013-01-19,,Premier League,Matchweek 23,Sat,Home,D,2,2,Aston Villa,,,,4-2-3-1,Lee Probert,Match Report,
2013-01-30,,Premier League,Matchweek 24,Wed,Away,L,1,2,Everton,,,,4-2-3-1,Michael Oliver,Match Report,
2013-02-03,,Premier League,Matchweek 25,Sun,Home,L,0,1,Tottenham,,,,4-4-2,Mark Clattenburg,Match Report,
2013-02-11,,Premier League,Matchweek 26,Mon,Away,W,2,0,Liverpool,,,,4-2-3-1,Jon Moss,Match Report,
2013-02-23,,Premier League,Matchweek 27,Sat,Home,W,2,1,Sunderland,,,,4-4-2,Roger East,Match Report,
2013-03-02,,Premier League,Matchweek 28,Sat,Away,L,0,1,Chelsea,,,,4-2-3-1,Kevin Friend,Match Report,
2013-03-09,,Premier League,Matchweek 29,Sat,Home,W,2,1,Swansea City,,,,4-2-3-1,Lee Mason,Match Report,
2013-03-16,,Premier League,Matchweek 30,Sat,Away,D,0,0,Stoke City,,,,4-2-3-1,Mike Dean,Match Report,
2013-03-30,,Premier League,Matchweek 31,Sat,Away,L,1,3,West Ham,,,,4-4-2,Andre Marriner,Match Report,
2013-04-06,,Premier League,Matchweek 32,Sat,Home,L,1,2,Arsenal,,,,4-2-3-1,Howard Webb,Match Report,
2013-04-20,,Premier League,Matchweek 34,Sat,Home,D,1,1,Newcastle Utd,,,,4-4-2,Mike Jones,Match Report,
2013-04-27,,Premier League,Matchweek 35,Sat,Away,W,3,0,Southampton,,,,4-2-3-1,Bobby Madley,Match Report,
2013-05-04,,Premier League,Matchweek 36,Sat,Home,L,2,3,Wigan Athletic,,,,4-3-3,Lee Probert,Match Report,
2013-05-07,,Premier League,Matchweek 33,Tue,Away,L,0,1,Manchester City,,,,3-5-2,Phil Dowd,Match Report,
2013-05-12,,Premier League,Matchweek 37,Sun,Away,L,0,4,Norwich City,,,,4-3-3,Howard Webb,Match Report,
2013-05-19,,Premier League,Matchweek 38,Sun,Home,D,5,5,Manchester Utd,,,,4-2-3-1,Michael Oliver,Match Report,
