Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2018-08-11,15:00 (22:00),Premier League,Matchweek 1,Sat,Home,L,0,3,Chelsea,0.3,1.9,38,24121,Jonathan Hogg,3-5-1-1,Chris Kavanagh,Match Report,
2018-08-19,13:30 (20:30),Premier League,Matchweek 2,Sun,Away,L,1,6,Manchester City,0.7,4.2,24,54021,Tommy Smith,4-4-2,Andre Marriner,Match Report,
2018-08-25,15:00 (22:00),Premier League,Matchweek 3,Sat,Home,D,0,0,Cardiff City,0.2,0.9,57,21193,Jonathan Hogg,4-2-3-1,Michael Oliver,Match Report,
2018-08-28,20:00 (03:00),EFL Cup,Second round,Tue,Away,L,0,2,Stoke City,,,54,7290,Tommy Smith,4-2-3-1,Peter Bankes,Match Report,
2018-09-01,15:00 (22:00),Premier League,Matchweek 4,Sat,Away,D,1,1,Everton,0.4,0.8,43,38767,Christopher Schindler,5-4-1,Stuart Attwell,Match Report,
2018-09-15,15:00 (22:00),Premier League,Matchweek 5,Sat,Home,L,0,1,Crystal Palace,0.9,0.7,59,23696,Christopher Schindler,3-4-3,Lee Mason,Match Report,
2018-09-22,15:00 (22:00),Premier League,Matchweek 6,Sat,Away,L,1,3,Leicester City,0.7,1.7,39,31676,Christopher Schindler,5-4-1,David Coote,Match Report,
2018-09-29,15:00 (22:00),Premier League,Matchweek 7,Sat,Home,L,0,2,Tottenham,0.4,2.1,53,23885,Jonathan Hogg,3-5-1-1,Craig Pawson,Match Report,
2018-10-06,15:00 (22:00),Premier League,Matchweek 8,Sat,Away,D,1,1,Burnley,1.0,0.4,67,20533,Jonathan Hogg,4-2-3-1,Chris Kavanagh,Match Report,
2018-10-20,17:30 (00:30),Premier League,Matchweek 9,Sat,Home,L,0,1,Liverpool,0.7,0.6,48,24263,Jonathan Hogg,3-5-1-1,Michael Oliver,Match Report,
2018-10-27,15:00 (22:00),Premier League,Matchweek 10,Sat,Away,L,0,3,Watford,0.5,2.0,52,20457,Jonathan Hogg,4-4-1-1,Mike Dean,Match Report,
2018-11-05,20:00 (04:00),Premier League,Matchweek 11,Mon,Home,W,1,0,Fulham,0.6,0.4,44,17082,Jonathan Hogg,3-4-1-2,Anthony Taylor,Match Report,
2018-11-10,15:00 (23:00),Premier League,Matchweek 12,Sat,Home,D,1,1,West Ham,1.1,1.7,44,24069,Jonathan Hogg,3-5-1-1,Chris Kavanagh,Match Report,
2018-11-25,16:00 (00:00),Premier League,Matchweek 13,Sun,Away,W,2,0,Wolves,0.7,0.8,54,30130,Tommy Smith,3-5-1-1,Kevin Friend,Match Report,
2018-12-01,15:00 (23:00),Premier League,Matchweek 14,Sat,Home,L,1,2,Brighton,0.6,1.2,33,22973,Jonathan Hogg,3-5-1-1,Michael Oliver,Match Report,
