Referee,Day Of Week,Round,Days,Shots,ShotsOT,Corners,Fouls,YCards,RCards,GoalsScored,GoalsConceded,GoalsDiff,HTGoalsScored,HTGoalsConceded,HTGoalsDiff,Points,WinPercent,WinStreak,UnbPercent,UnbStreak,Def,Mid,Att,Ovr,LastSeasonRank,PromotedMatchup,WinnerOdd,DrawOdd,Venue,Result
L Mason,Mon,1.0,-2,0.200000000000001,-0.7999999999999998,1.0,2.200000000000001,0.1999999999999999,0.2,-0.8,1.2000000000000002,-10.0,-0.7999999999999999,0.8,-8.0,-1.4,-40.0,2.0,-60.0,-7.0,-9,-10,-7,-8.670000000000002,12,0,3.8,4.0,Hull City Stadium,L
A Taylor,Sun,0.0,3,-0.1999999999999993,0.0,-1.2000000000000002,2.8000000000000007,0.4000000000000001,-0.2,0.0,-0.8,4.0,-0.2,-0.6,2.0,0.3999999999999999,0.0,0.0,40.0,0.0,-5,-5,-5,-5.0,9,0,0.8000000000000003,3.4,Selhurst Park,D
D Coote,Mon,0.0,1,-1.0,-2.2,0.1999999999999993,0.0,0.3999999999999999,0.2,-1.2000000000000002,-0.3999999999999999,-4.0,-1.2000000000000002,0.2,-7.0,-0.8,-40.0,0.0,0.0,3.0,-2,-1,-3,-2.0,4,0,-0.4499999999999997,3.4,Falmer Stadium,L
R East,Sat,0.0,0,0.1999999999999993,-1.4,-2.0,-2.4000000000000004,-0.2000000000000001,0.2,0.1999999999999999,0.4000000000000001,-1.0,0.0,0.4,-2.0,0.1999999999999999,20.0,0.0,-20.0,0.0,-2,0,-2,-1.3299999999999983,9,0,-0.5,3.39,Vicarage Road,D
D Coote,Tue,0.0,0,2.8000000000000007,1.0,1.6,0.2000000000000001,-0.1999999999999999,0.2,-0.7999999999999999,0.1999999999999999,-5.0,-0.2,-0.1999999999999999,0.0,-0.8,-40.0,0.0,0.0,0.0,-3,-1,-4,-2.6599999999999966,10,1,1.0499999999999998,3.3,Carrow Road,L
M Oliver,Sat,-1.0,0,0.5999999999999996,-1.0000000000000004,-2.0,2.0,0.0,0.0,-0.5999999999999999,-1.1999999999999995,3.0,-0.6,0.1999999999999999,-4.0,0.4,0.0,0.0,40.0,0.0,3,4,2,3.0,-13,-1,-2.92,3.75,The Hawthorns,D
J Moss,Sun,0.0,1,-9.2,-4.2,-4.199999999999999,0.8000000000000007,0.2000000000000001,0.2,-1.7999999999999998,1.4,-16.0,-0.8,0.4,-6.0,-2.2,-60.0,-3.0,-100.0,-7.0,-5,-7,-5,-5.670000000000002,9,0,9.7,6.0,Vicarage Road,L
J Moss,Sun,1.0,2,-4.600000000000001,-4.199999999999999,-1.7999999999999998,7.0,1.2,0.0,-1.4,1.0,-12.0,-0.8,0.6,-7.0,-2.2,-80.0,0.0,-60.0,0.0,-8,-6,-11,-8.340000000000003,12,0,5.4,3.9,Bet365 Stadium,L
M Dean,Sat,0.0,-1,-0.4000000000000003,-0.5999999999999996,0.3999999999999994,-0.5999999999999996,0.0,-0.2,-0.6,0.3999999999999999,-5.0,-0.4,0.0,-2.0,-1.2000000000000002,-40.0,-1.0,-40.0,-1.0,4,1,1,2.0,4,0,-0.6000000000000001,3.3,Bet365 Stadium,D
A Taylor,Sat,0.0,0,-9.0,-3.0000000000000004,-3.0000000000000004,-0.3999999999999994,-1.6,0.4,-0.6000000000000001,0.6000000000000001,-6.0,-0.6,-0.1999999999999999,-2.0,-0.5999999999999999,-20.0,0.0,-20.0,0.0,-8,-10,-7,-8.329999999999998,13,1,6.0,4.5,Hull City Stadium,L
A Marriner,Tue,0.0,0,-6.0,-3.4000000000000004,-2.3999999999999995,0.0,0.1999999999999999,0.2,-1.2000000000000002,2.0,-16.0,-0.4,0.1999999999999999,-3.0,-1.4,-40.0,1.0,-60.0,1.0,-9,-12,-10,-10.340000000000003,22,1,7.56,4.5,Kirklees Stadium,L
M Atkinson,Sun,0.0,-5,1.8000000000000007,0.2000000000000001,5.199999999999999,1.4000000000000004,1.0,0.2,0.3999999999999999,-0.4000000000000001,4.0,0.3999999999999999,-0.6,5.0,0.2000000000000001,0.0,0.0,20.0,0.0,4,4,11,6.340000000000003,-7,0,-5.05,4.75,Emirates Stadium,D
A Marriner,Tue,0.0,0,-0.8000000000000007,0.4000000000000003,-1.5999999999999996,-0.3999999999999986,-0.1999999999999999,0.0,0.2000000000000001,0.5999999999999999,-2.0,0.6,0.3999999999999999,1.0,0.0,20.0,1.0,-40.0,-4.0,1,2,4,2.3299999999999983,2,0,-0.5,3.4,Stadium of Light,D
P Tierney,Sun,0.0,-1,-1.4000000000000004,-2.4000000000000004,0.3999999999999994,4.0,0.1999999999999999,-0.2,-0.7999999999999999,-0.3999999999999999,-2.0,-0.6000000000000001,-0.2,-2.0,-0.3999999999999999,-20.0,1.0,0.0,1.0,-4,-2,-7,-4.329999999999998,8,1,0.3200000000000003,3.2,The Hawthorns,L
M Halsey,Sat,-1.0,3,-3.4000000000000004,-3.4000000000000004,-1.8000000000000007,-2.0,0.0,0.0,-0.6000000000000001,1.0,-8.0,-0.6,0.4,-5.0,-1.4,-40.0,0.0,-60.0,-4.0,1,3,0,1.3299999999999983,-11,-1,-0.7200000000000002,3.5,Swansea.com Stadium,D
A Marriner,Sat,-1.0,1,-3.4000000000000004,-0.6000000000000005,-0.3999999999999994,-1.3999999999999986,0.0,0.0,0.3999999999999999,0.4,0.0,0.6,0.2,2.0,-0.8,-20.0,-1.0,-40.0,-1.0,-3,0,4,0.3299999999999983,2,0,0.5299999999999998,3.5,London Stadium,D
A Madley,Wed,-2.0,1,-1.8000000000000007,0.7999999999999998,-0.3999999999999994,0.3999999999999986,-0.4,0.0,-0.4000000000000001,0.1999999999999999,-3.0,0.0,0.0,0.0,-1.2,-40.0,1.0,-40.0,1.0,-2,0,-4,-2.0,1,0,-1.0499999999999998,3.4,Villa Park,L
J Moss,Sun,0.0,5,1.4000000000000004,-0.5999999999999996,-1.1999999999999995,3.8000000000000007,1.4,0.0,0.1999999999999999,0.4000000000000001,-1.0,0.3999999999999999,0.6,-1.0,-0.2,0.0,-1.0,-20.0,-1.0,-6,-5,-6,-5.670000000000002,18,1,1.15,3.4,Loftus Road,L
J Moss,Sun,0.0,2,-4.199999999999999,0.7999999999999998,-4.4,-2.0,-1.7999999999999998,0.0,0.7999999999999999,0.0,4.0,0.6000000000000001,0.0,3.0,1.6,60.0,3.0,40.0,5.0,-9,-6,-8,-7.670000000000002,15,0,2.58,4.0,London Stadium,L
L Mason,Sun,0.0,2,-1.5999999999999996,-0.2000000000000001,0.8000000000000003,2.0,-0.4000000000000001,-0.2,-0.4,1.4,-9.0,-0.6,0.5999999999999999,-6.0,-0.8,-20.0,0.0,-40.0,-1.0,-5,-9,-12,-8.670000000000002,14,0,9.7,6.0,Kirklees Stadium,D
R Jones,Sun,-1.0,5,0.200000000000001,-0.7999999999999998,-1.0,1.4000000000000004,-0.6,-0.2,0.0,0.2000000000000001,-1.0,0.0,0.6,-3.0,0.0,0.0,0.0,0.0,0.0,-5,-5,-5,-5.0,15,1,2.75,3.8,Carrow Road,L
L Mason,Wed,0.0,0,1.5999999999999996,0.8000000000000007,4.800000000000001,-1.0,0.1999999999999999,-0.2,0.6000000000000001,0.3999999999999999,1.0,0.1999999999999999,0.0,1.0,0.3999999999999999,20.0,1.0,0.0,0.0,8,7,7,7.329999999999998,-8,0,-8.14,5.25,Anfield,D
S Attwell,Tue,0.0,0,4.799999999999999,1.5999999999999996,4.0,-0.5999999999999996,-0.7999999999999998,-0.2,0.0,0.0,0.0,-0.4,0.2,-3.0,0.1999999999999999,20.0,0.0,-20.0,-3.0,1,-1,-6,-2.0,-2,0,-2.78,3.9,Stamford Bridge,D
A Marriner,Sat,0.0,1,-3.0,-0.6000000000000001,1.0,6.0,-0.2,0.2,-0.8,0.6000000000000001,-7.0,-0.6,0.0,-3.0,-0.3999999999999999,0.0,-1.0,-40.0,-1.0,-2,-1,-8,-3.6599999999999966,-2,0,-0.0999999999999996,3.4,Bet365 Stadium,L
P Dowd,Sat,0.0,1,-5.199999999999999,-2.0,-1.7999999999999998,0.1999999999999993,0.8000000000000003,0.0,-1.0,0.1999999999999999,-6.0,-0.3999999999999999,-0.1999999999999999,-1.0,-1.2,-60.0,-3.0,0.0,-2.0,1,-1,-2,-0.6700000000000017,1,0,0.4000000000000003,3.4,Stadium of Light,D
S Hooper,Sat,-1.0,0,-1.3999999999999986,0.8000000000000003,-2.2,-0.1999999999999993,-0.7999999999999998,0.2,0.0,0.0,0.0,0.2,-0.2,2.0,-0.4000000000000001,0.0,0.0,-40.0,-1.0,2,5,2,3.0,-3,0,-0.0499999999999998,3.2,Molineux Stadium,L
D England,Mon,0.0,-5,-1.6000000000000014,-0.6000000000000005,-1.6,-5.199999999999999,-1.0,0.0,-0.6000000000000001,-0.7999999999999999,1.0,0.2,0.0,1.0,-0.6000000000000001,-20.0,-1.0,-20.0,-4.0,0,-2,-1,-1.0,5,0,-1.4500000000000002,3.5,Selhurst Park,D
M Dean,Sat,2.0,0,-4.199999999999999,-0.6000000000000001,-1.8000000000000005,-4.600000000000001,-1.8,0.0,-0.7999999999999999,1.2000000000000002,-10.0,-0.6,-0.2,-2.0,-2.0,-60.0,0.0,-80.0,-6.0,-3,-1,-2,-2.0,11,1,-0.5,3.2,Brentford Community Stadium,L
M Dean,Sat,0.0,2,-11.6,-3.2,-5.0,-0.4000000000000003,0.5999999999999999,0.0,-1.2000000000000002,0.8,-10.0,-0.1999999999999999,-0.1999999999999999,0.0,-1.4,-40.0,-2.0,-60.0,-7.0,-5,-7,-11,-7.659999999999997,10,0,5.93,3.89,Turf Moor,L
M Clattenburg,Sun,0.0,1,-1.2000000000000028,-0.5999999999999996,1.6000000000000003,-2.3999999999999986,0.0,0.2,0.3999999999999999,0.4,0.0,0.6,0.6000000000000001,0.0,0.0,0.0,-1.0,0.0,-3.0,4,9,7,6.670000000000002,-2,0,-6.0,4.5,Etihad Stadium,D
M Atkinson,Tue,0.0,0,0.8000000000000007,0.2000000000000001,-1.2000000000000002,1.0,1.2,0.2,1.4,0.3999999999999999,5.0,1.2,0.0,6.0,0.6000000000000001,20.0,0.0,20.0,3.0,5,8,13,8.670000000000002,-10,0,-13.75,6.5,Old Trafford,D
D Coote,Sat,-1.0,2,-1.1999999999999993,-1.4,-1.5999999999999996,0.8000000000000007,0.6000000000000001,-0.2,-1.4,0.1999999999999999,-8.0,-0.2,-0.2,0.0,-1.0,-20.0,0.0,-60.0,-4.0,-6,-6,-8,-6.670000000000002,6,0,4.5,4.5,Turf Moor,L
D Coote,Wed,0.0,2,0.8000000000000007,0.2000000000000001,0.3999999999999994,-0.5999999999999996,0.0,0.0,-0.6000000000000001,-0.1999999999999999,-2.0,-0.2,-0.4,1.0,1.0,40.0,1.0,20.0,-1.0,1,2,0,1.0,2,0,-1.5500000000000005,3.4,London Stadium,D
A Taylor,Mon,0.0,0,1.6000000000000014,0.3999999999999994,4.799999999999999,-1.4000000000000004,0.4000000000000001,0.0,0.8,0.0,4.0,0.6000000000000001,-0.8,7.0,0.3999999999999999,0.0,0.0,40.0,1.0,3,4,-4,1.0,-3,0,-2.65,3.5,Stamford Bridge,L
K Friend,Sat,0.0,1,1.8000000000000007,-1.0,-0.6000000000000005,1.200000000000001,1.8000000000000005,0.0,-1.2000000000000002,1.0,-11.0,-0.4,0.2,-3.0,-1.0,-40.0,0.0,-20.0,1.0,-3,-1,-1,-1.6700000000000017,3,0,0.75,3.6,Elland Road,L
A Marriner,Sat,0.0,1,-4.0,-0.5999999999999996,1.0,0.5999999999999996,1.1999999999999995,0.2,-1.2000000000000002,0.1999999999999999,-7.0,-0.6000000000000001,0.3999999999999999,-5.0,-1.4,-60.0,0.0,-20.0,2.0,-4,-6,-5,-5.0,-9,0,4.38,4.1,King Power Stadium,L
A Marriner,Sat,0.0,-1,-1.9999999999999984,-1.4000000000000004,-0.6000000000000005,3.0,0.2000000000000001,0.0,0.1999999999999999,-1.0,6.0,0.3999999999999999,-0.6,5.0,1.0,40.0,2.0,20.0,4.0,1,2,4,2.3400000000000034,-10,0,-4.14,3.9,Molineux Stadium,D
M Oliver,Sat,0.0,0,0.3999999999999986,-1.8000000000000005,0.6000000000000005,3.0,0.8,0.0,-1.0,1.0,-10.0,-0.7999999999999999,1.0,-9.0,-1.8000000000000005,-60.0,0.0,-60.0,-8.0,-5,-8,-12,-8.329999999999998,12,0,9.67,5.5,Kirklees Stadium,L
C Pawson,Sun,0.0,1,8.2,2.2,3.8,-5.199999999999999,-0.1999999999999999,0.0,0.8000000000000003,-1.0,9.0,0.3999999999999999,-0.6,5.0,0.6000000000000001,20.0,0.0,20.0,4.0,0,2,13,5.0,-3,0,-9.7,6.0,Anfield,D
M Oliver,Sat,0.0,0,-0.8000000000000007,-0.6000000000000001,-2.4000000000000004,3.799999999999999,0.7999999999999999,0.0,-0.8,0.4000000000000001,-6.0,-0.1999999999999999,0.2,-2.0,-0.8,-20.0,-1.0,-40.0,-1.0,-1,-2,-2,-1.6599999999999966,8,1,-0.6600000000000001,3.1,Kirklees Stadium,D
K Friend,Sat,0.0,0,-5.0,-1.4,-1.3999999999999997,-0.5999999999999996,-0.2000000000000001,0.4,-0.1999999999999999,1.6,-9.0,-0.2,0.7999999999999999,-5.0,-0.8,-20.0,-1.0,-40.0,-3.0,-2,-6,-2,-3.3299999999999983,14,1,0.6000000000000001,3.3,Hull City Stadium,L
G Scott,Sun,-1.0,5,1.1999999999999993,-0.2000000000000001,-0.6000000000000001,0.0,1.4,0.0,-0.2000000000000001,-0.4000000000000001,1.0,0.4,0.1999999999999999,1.0,-0.1999999999999999,-20.0,-1.0,20.0,-2.0,-3,-3,-4,-3.3299999999999983,11,0,1.6,3.6,Turf Moor,D
P Tierney,Sun,0.0,5,0.5999999999999996,-1.0,-2.8000000000000007,-1.8000000000000007,-0.2000000000000001,0.0,-0.4,-0.2000000000000001,-1.0,-0.8,0.0,-4.0,0.2,20.0,1.0,-20.0,0.0,-7,-10,-10,-9.0,16,1,2.25,4.33,Carrow Road,D
S Hooper,Sat,1.0,-1,1.2000000000000002,-1.6,1.7999999999999998,1.0,0.4000000000000001,0.0,-0.4,0.1999999999999999,-3.0,0.0,0.0,0.0,-0.2,0.0,0.0,-20.0,0.0,-4,-2,-5,-3.6599999999999966,-5,0,0.5499999999999998,3.2,Bramall Lane,L
C Kavanagh,Sat,0.0,0,-7.4,-0.6000000000000005,-2.6,1.799999999999999,0.6000000000000001,0.4,0.3999999999999999,0.4000000000000001,0.0,0.8,0.1999999999999999,3.0,0.0,0.0,1.0,0.0,0.0,5,4,2,3.6599999999999966,-9,-1,-1.65,3.8,Goodison Park,L
A Marriner,Sun,0.0,2,-3.8000000000000007,-2.3999999999999995,-2.6000000000000005,3.4000000000000004,-1.0,0.0,-1.6,0.4000000000000001,-10.0,-1.4,0.0,-7.0,-1.6,-60.0,-3.0,-40.0,-2.0,-8,-13,-12,-11.0,15,0,19.84,8.5,Kirklees Stadium,L
G Scott,Sat,0.0,0,2.6000000000000005,0.4000000000000003,-1.2000000000000002,-0.7999999999999989,-0.8,0.0,0.0,-1.6,8.0,0.0,-0.2,1.0,0.5999999999999999,20.0,1.0,20.0,2.0,2,0,-2,0.0,6,1,-2.55,3.39,St. James Park,D
J Moss,Sat,0.0,0,4.6,0.8000000000000003,0.2000000000000001,-1.6000000000000014,-0.5999999999999999,0.0,0.4000000000000001,0.3999999999999999,0.0,0.0,0.4,-2.0,0.6,0.0,0.0,60.0,2.0,2,-2,-3,-1.0,-5,0,-0.5,3.39,Dean Court,D
M Dean,Wed,0.0,0,-1.1999999999999993,1.4,-1.7999999999999998,-2.1999999999999997,-1.2000000000000002,0.0,0.0,0.3999999999999999,-2.0,-0.1999999999999999,0.4,-3.0,0.1999999999999999,20.0,0.0,-20.0,0.0,-6,-5,-2,-4.340000000000003,12,1,-0.92,3.3,Selhurst Park,D
A Taylor,Sun,0.0,1,0.5999999999999996,-1.0,0.7999999999999998,3.1999999999999997,-0.3999999999999999,0.0,-0.3999999999999999,0.6000000000000001,-5.0,-0.6000000000000001,-0.1999999999999999,-2.0,-0.4000000000000001,-20.0,0.0,0.0,0.0,-2,-1,-9,-4.0,-1,0,-1.2999999999999998,4.0,King Power Stadium,L
L Probert,Sat,0.0,0,-2.8000000000000007,-1.0,-1.8000000000000005,-1.0,-0.1999999999999999,0.0,-0.4000000000000001,1.4,-9.0,-0.4,0.5999999999999999,-5.0,-0.7999999999999999,-20.0,0.0,-40.0,-1.0,-4,-4,-10,-6.0,13,1,1.6599999999999997,3.4,Cardiff City Stadium,L
L Mason,Sat,0.0,4,-1.799999999999999,-0.6000000000000014,-1.3999999999999997,-0.1999999999999993,-0.1999999999999999,0.0,0.3999999999999999,0.5999999999999999,-1.0,-0.7999999999999999,0.6000000000000001,-7.0,-0.2000000000000001,0.0,2.0,-20.0,-4.0,-9,-9,-5,-7.670000000000002,10,0,2.65,3.8,Villa Park,L
M Dean,Sat,0.0,0,2.4000000000000004,0.3999999999999999,-0.5999999999999996,2.0,0.0,0.0,-1.0,1.6,-13.0,-0.6000000000000001,1.0,-8.0,-1.0,-40.0,0.0,-20.0,1.0,1,2,2,1.6599999999999966,-3,0,-1.1,3.6,Vicarage Road,D
A Taylor,Sat,3.0,-2,0.8000000000000007,-0.6000000000000005,3.799999999999999,-3.8,-1.0,0.0,0.8,-1.4,11.0,0.0,-0.4,2.0,1.4,40.0,2.0,60.0,15.0,6,8,1,5.0,-6,0,-8.72,6.0,Etihad Stadium,L
J Moss,Sun,0.0,-5,6.6,2.0,1.0,4.799999999999999,1.6,-0.2,1.0,0.5999999999999999,2.0,0.6000000000000001,0.6,0.0,0.6000000000000001,40.0,0.0,-20.0,-2.0,6,6,1,4.329999999999998,-7,0,-2.95,3.8,White Hart Lane,D
L Probert,Sun,0.0,0,0.0,-0.5999999999999996,-1.7999999999999998,3.8000000000000007,0.8,0.0,0.1999999999999999,-0.6000000000000001,4.0,0.4,0.0,2.0,0.3999999999999999,20.0,1.0,0.0,2.0,-3,-2,1,-1.3400000000000034,12,0,2.0,3.7,St. James Park,L
D England,Sun,0.0,4,-2.0,-3.2,-1.1999999999999995,6.200000000000001,0.7999999999999998,0.0,-1.0,-0.8,-1.0,-0.6,-0.8,1.0,-0.2000000000000001,0.0,1.0,-20.0,2.0,-3,-4,-4,-3.6700000000000017,4,0,0.3499999999999996,3.5,Elland Road,D
A Madley,Sat,0.0,3,-1.2000000000000002,0.2000000000000001,-2.8000000000000003,-0.3999999999999986,-0.2000000000000001,0.0,0.6,0.1999999999999999,2.0,0.2,0.1999999999999999,0.0,0.0,-20.0,0.0,40.0,0.0,1,3,3,2.3400000000000034,-10,-1,0.6000000000000001,3.1,Selhurst Park,L
M Dean,Fri,1.0,-1,3.1999999999999997,0.6000000000000001,2.3999999999999995,2.0,0.1999999999999999,0.2,1.2,0.6000000000000001,3.0,0.6,0.4,1.0,0.2,0.0,0.0,20.0,0.0,-2,-2,-2,-2.0,5,0,-2.48,3.5,Falmer Stadium,D
K Friend,Sat,0.0,0,-8.0,-5.000000000000001,-1.7999999999999998,2.4000000000000004,0.0,0.2,-1.2000000000000002,0.6000000000000001,-9.0,-1.6,0.2,-9.0,-1.2,-40.0,-2.0,-40.0,-3.0,-3,-5,-4,-4.0,8,0,2.29,3.4,DW Stadium,D
P Tierney,Sun,-1.0,0,-0.200000000000001,1.5999999999999996,-0.6000000000000001,-1.8000000000000007,0.6000000000000001,0.0,1.6,-0.8,12.0,0.8,0.4,2.0,2.8,100.0,5.0,80.0,4.0,5,8,8,7.0,-4,0,-17.82,8.0,Old Trafford,L
M Dean,Sun,0.0,4,-8.400000000000002,-4.8,-2.0,-0.5999999999999996,0.6000000000000001,0.0,-0.6000000000000001,0.8,-7.0,-0.4,1.0,-7.0,-1.2000000000000002,-40.0,-2.0,-40.0,-7.0,-7,-9,-12,-9.340000000000003,21,1,10.78,6.5,The Hawthorns,L
A Taylor,Sat,0.0,0,-2.0,-0.3999999999999999,2.6,-1.4000000000000004,0.1999999999999999,-0.2,-0.3999999999999999,-0.4000000000000001,0.0,0.2,0.1999999999999999,0.0,0.0,0.0,-1.0,0.0,-1.0,-2,-5,10,1.0,7,0,-0.8999999999999999,3.25,Selhurst Park,D
A Marriner,Sat,0.0,0,2.8000000000000007,1.6000000000000003,0.3999999999999994,-2.6000000000000014,0.2000000000000001,0.0,0.0,-0.4000000000000001,2.0,0.0,-0.3999999999999999,2.0,1.0,40.0,1.0,20.0,1.0,0,0,2,0.6700000000000017,1,0,-1.61,3.4,Selhurst Park,D
A Marriner,Sun,1.0,1,0.5999999999999996,-2.2,-0.4000000000000003,3.6,0.8,0.0,-1.8000000000000005,0.3999999999999999,-11.0,-0.6,1.0,-8.0,-1.6,-60.0,-2.0,-40.0,-2.0,-3,-3,-4,-3.3299999999999983,4,0,1.6999999999999995,3.5,Selhurst Park,L
A Marriner,Sat,0.0,0,8.2,5.2,0.7999999999999998,0.200000000000001,0.4000000000000001,0.0,0.6000000000000001,1.4,-4.0,0.4,0.1999999999999999,1.0,-0.5999999999999999,-20.0,-1.0,-20.0,0.0,6,7,9,7.329999999999998,-16,-1,-3.25,4.0,St. James Park,L
L Mason,Sat,0.0,0,2.1999999999999997,3.3999999999999995,-0.3999999999999994,1.8000000000000007,1.2000000000000002,0.0,1.4,0.0,7.0,0.2,0.8,-3.0,1.8,60.0,0.0,60.0,0.0,3,5,6,4.670000000000002,-9,0,-6.6,5.25,Old Trafford,D
A Marriner,Sat,0.0,-1,-1.8000000000000007,-0.3999999999999994,-2.0,3.1999999999999997,0.6000000000000001,0.0,0.6000000000000001,0.0,3.0,0.6000000000000001,-0.2,4.0,0.0,0.0,0.0,0.0,1.0,2,4,1,2.3299999999999983,-7,-1,-2.42,3.75,King Power Stadium,D
J Moss,Sat,1.0,1,-6.399999999999999,-1.7999999999999998,-1.1999999999999995,1.1999999999999993,2.2,0.0,-0.4000000000000001,0.1999999999999999,-3.0,0.1999999999999999,-0.3999999999999999,3.0,0.4000000000000001,0.0,-1.0,40.0,0.0,-2,2,-1,-0.3299999999999983,7,0,1.4,3.4,Vicarage Road,L
A Marriner,Sat,0.0,0,6.199999999999999,1.4000000000000004,-2.3999999999999995,1.1999999999999993,0.0,0.0,0.0,0.6000000000000001,-3.0,-0.6000000000000001,0.6000000000000001,-6.0,-0.1999999999999999,0.0,-1.0,-20.0,-1.0,-2,-3,5,0.0,9,0,2.67,3.9,St. James Park,D
A Marriner,Wed,0.0,1,-5.4,-5.4,-1.7999999999999998,0.0,-0.1999999999999999,0.0,-2.8,0.0,-14.0,-1.8000000000000005,-0.1999999999999999,-8.0,-1.4,-60.0,-3.0,-20.0,-2.0,-3,-6,-8,-5.670000000000002,8,0,4.39,4.2,St. James Park,L
C Pawson,Sun,0.0,-4,-2.4000000000000004,-0.6000000000000001,0.4000000000000003,3.1999999999999997,-1.0,0.0,0.0,0.1999999999999999,-1.0,0.2,0.0,1.0,-0.3999999999999999,-20.0,-1.0,0.0,-1.0,2,2,2,2.0,-5,0,-0.1499999999999999,3.3,King Power Stadium,L
K Friend,Sun,0.0,-5,1.3999999999999986,0.5999999999999996,-2.6000000000000005,-3.0,0.0,0.0,0.3999999999999999,0.0,2.0,0.6,-0.6,6.0,-0.1999999999999997,-20.0,1.0,20.0,10.0,4,4,6,4.659999999999997,-3,0,-7.1,5.25,Stamford Bridge,D
C Pawson,Mon,0.0,1,-4.4,-1.7999999999999998,-0.4000000000000003,0.5999999999999996,-0.8000000000000003,0.2,-0.3999999999999999,-1.2,4.0,-0.3999999999999999,-1.2,4.0,0.5999999999999999,20.0,0.0,20.0,1.0,1,1,3,1.6700000000000017,-5,0,-0.3200000000000003,3.25,Selhurst Park,D
J Moss,Sat,0.0,0,3.1999999999999997,1.0,1.7999999999999998,1.3999999999999986,-0.4000000000000001,0.0,0.6000000000000001,1.2,-3.0,0.4,-0.2,3.0,-1.2000000000000002,-40.0,-1.0,-40.0,-27.0,-10,-8,-11,-9.659999999999997,21,1,7.67,5.0,Villa Park,L
K Friend,Wed,0.0,4,-5.0,-2.0,-1.2000000000000002,-1.5999999999999996,-1.0,-0.2,-0.4,1.6,-10.0,0.2,0.8,-3.0,-1.4,-40.0,0.0,-60.0,-4.0,-1,-2,3,0.0,1,0,-0.8000000000000003,3.1,Dean Court,L
K Friend,Sat,0.0,0,-7.0,-2.6,-3.6,-0.4000000000000003,0.8,0.0,-0.8,0.6,-7.0,-0.1999999999999999,-0.2,0.0,-1.4,-60.0,-4.0,-20.0,-4.0,-6,-4,-6,-5.340000000000003,11,0,3.77,3.8,The Hawthorns,D
M Atkinson,Sat,0.0,0,1.4000000000000004,1.0,-1.4,-3.0,-1.2,0.0,-0.6000000000000001,1.4,-10.0,0.4,0.6,-1.0,-1.6,-60.0,0.0,-40.0,0.0,-2,-1,0,-1.0,9,1,-0.3599999999999999,3.5,Craven Cottage,D
R Madley,Mon,0.0,0,-2.8000000000000007,-2.2,-3.6,0.5999999999999996,-1.5999999999999996,-0.2,-0.5999999999999999,0.0,-3.0,-0.4,-0.3999999999999999,0.0,-0.7999999999999999,-20.0,-1.0,-40.0,-1.0,-3,-2,-1,-2.0,21,1,-0.1299999999999999,3.2,Riverside Stadium,D
M Dean,Sun,0.0,3,-3.6,-1.6,-1.0,0.4000000000000003,-0.6,0.0,-1.4,0.1999999999999999,-8.0,0.0,0.0,0.0,-0.4000000000000001,-20.0,1.0,0.0,2.0,-11,-8,-8,-9.0,13,0,-0.1699999999999999,3.5,St Mary's Stadium,D
M Oliver,Sat,0.0,-1,1.4000000000000004,-0.5999999999999996,2.4000000000000004,-1.799999999999999,-1.2,-0.2,-0.8,-1.0,1.0,-0.8,-0.4,-2.0,0.4000000000000001,20.0,1.0,0.0,0.0,2,-1,6,2.3400000000000034,-8,0,-2.38,3.5,King Power Stadium,L
C Pawson,Sun,0.0,-1,-2.0,-2.0,1.3999999999999997,2.0,-1.2,0.2,-0.8000000000000003,0.2,-5.0,0.3999999999999999,0.1999999999999999,1.0,-0.7999999999999998,-40.0,-5.0,0.0,-7.0,-7,-6,-6,-6.329999999999998,18,1,2.25,4.2,Elland Road,D
N Swarbrick,Sat,0.0,-1,9.2,4.4,3.3999999999999995,3.8,0.1999999999999999,0.0,1.2000000000000002,-0.3999999999999999,8.0,0.2,0.4,-1.0,0.8,40.0,2.0,0.0,-2.0,7,8,3,6.0,-8,0,-7.64,4.75,Anfield,L
L Mason,Sun,0.0,0,-6.399999999999999,-5.200000000000001,-1.8000000000000007,2.1999999999999997,1.6,0.0,-1.0,0.0,-5.0,-0.6,0.2,-4.0,0.0,0.0,2.0,0.0,2.0,-7,-8,-3,-6.0,8,0,3.25,4.0,Villa Park,L
G Scott,Sun,-1.0,0,0.1999999999999993,0.1999999999999997,-1.7999999999999998,1.0,-0.1999999999999999,0.4,-0.2,2.6,-14.0,-0.1999999999999999,1.8000000000000005,-10.0,-1.0,-20.0,0.0,-60.0,-2.0,-3,-2,-2,-2.3299999999999983,4,0,-0.73,3.2,St Mary's Stadium,L
L Mason,Tue,0.0,7,-4.200000000000001,-1.6,-1.6,1.1999999999999993,-0.6000000000000001,0.0,-2.2,2.0,-21.0,-1.0,1.4,-12.0,-2.4,-80.0,0.0,-80.0,-7.0,-7,-7,-2,-5.340000000000003,14,0,8.14,5.25,Stadium of Light,D
K Friend,Sun,0.0,7,-4.199999999999999,-1.3999999999999997,-0.2000000000000001,0.5999999999999996,0.0,0.2,-0.8,0.0,-4.0,-0.3999999999999999,0.0,-2.0,-0.6000000000000001,-20.0,-1.0,-20.0,-7.0,-5,-3,0,-2.6700000000000017,6,0,-0.27,3.3,St Mary's Stadium,L
