Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2015-08-09,13:30 (20:30),Premier League,Matchweek 1,Sun,Home,D,2,2,Southampton,56,49019,Fabricio Coloccini,4-2-3-1,Craig Pawson,Match Report,
2015-08-15,15:00 (22:00),Premier League,Matchweek 2,Sat,Away,L,0,2,Swansea City,34,20678,Fabricio Coloccini,4-2-3-1,Mike Jones,Match Report,
2015-08-22,12:45 (19:45),Premier League,Matchweek 3,Sat,Away,D,0,0,Manchester Utd,31,75354,Fabricio Coloccini,4-2-3-1,Craig Pawson,Match Report,
2015-08-25,19:45 (02:45),League Cup,Second round,Tue,Home,W,4,1,Northampton,,26923,,,David Coote,Match Report,
2015-08-29,12:45 (19:45),Premier League,Matchweek 4,Sat,Home,L,0,1,Arsenal,26,50388,Fabricio Coloccini,4-2-3-1,Andre Marriner,Match Report,
2015-09-14,20:00 (03:00),Premier League,Matchweek 5,Mon,Away,L,0,2,West Ham,61,34907,Fabricio Coloccini,4-2-3-1,Anthony Taylor,Match Report,
2015-09-19,15:00 (22:00),Premier League,Matchweek 6,Sat,Home,L,1,2,Watford,58,47806,Fabricio Coloccini,4-1-4-1,Roger East,Match Report,
2015-09-23,19:45 (02:45),League Cup,Third round,Wed,Home,L,0,1,Sheffield Weds,,33986,,,Chris Kavanagh,Match Report,
2015-09-26,17:30 (00:30),Premier League,Matchweek 7,Sat,Home,D,2,2,Chelsea,36,48682,Fabricio Coloccini,4-4-2,Martin Atkinson,Match Report,
2015-10-03,15:00 (22:00),Premier League,Matchweek 8,Sat,Away,L,1,6,Manchester City,36,53850,Fabricio Coloccini,4-2-3-1,Kevin Friend,Match Report,
2015-10-18,16:00 (23:00),Premier League,Matchweek 9,Sun,Home,W,6,2,Norwich City,44,47006,Fabricio Coloccini,4-4-2,Anthony Taylor,Match Report,
2015-10-25,12:00 (20:00),Premier League,Matchweek 10,Sun,Away,L,0,3,Sunderland,60,47653,Fabricio Coloccini,4-4-2,Robert Madley,Match Report,
2015-10-31,15:00 (23:00),Premier League,Matchweek 11,Sat,Home,D,0,0,Stoke City,52,47139,Fabricio Coloccini,4-4-2,Roger East,Match Report,
2015-11-07,12:45 (20:45),Premier League,Matchweek 12,Sat,Away,W,1,0,Bournemouth,33,11155,Fabricio Coloccini,4-4-2,Lee Mason,Match Report,
2015-11-21,15:00 (23:00),Premier League,Matchweek 13,Sat,Home,L,0,3,Leicester City,54,50151,Fabricio Coloccini,4-4-2,Mike Jones,Match Report,
2015-11-28,15:00 (23:00),Premier League,Matchweek 14,Sat,Away,L,1,5,Crystal Palace,46,24833,Fabricio Coloccini,4-4-2,Stuart Attwell,Match Report,
2015-12-06,16:00 (00:00),Premier League,Matchweek 15,Sun,Home,W,2,0,Liverpool,40,51273,Fabricio Coloccini,4-4-1-1,Andre Marriner,Match Report,
2015-12-13,16:00 (00:00),Premier League,Matchweek 16,Sun,Away,W,2,1,Tottenham,42,35768,Fabricio Coloccini,4-4-1-1,Roger East,Match Report,
2015-12-19,17:30 (01:30),Premier League,Matchweek 17,Sat,Home,D,1,1,Aston Villa,47,48234,Fabricio Coloccini,4-2-3-1,Martin Atkinson,Match Report,
2015-12-26,17:30 (01:30),Premier League,Matchweek 18,Sat,Home,L,0,1,Everton,41,51682,Fabricio Coloccini,4-4-2,Lee Mason,Match Report,
2015-12-28,15:00 (23:00),Premier League,Matchweek 19,Mon,Away,L,0,1,West Brom,48,26313,Fabricio Coloccini,4-4-2,Mike Jones,Match Report,
2016-01-02,15:00 (23:00),Premier League,Matchweek 20,Sat,Away,L,0,1,Arsenal,49,59257,Fabricio Coloccini,4-2-3-1,Anthony Taylor,Match Report,
2016-01-09,15:00 (23:00),FA Cup,Third round,Sat,Away,L,0,1,Watford,,18259,,,Roger East,Match Report,
2016-01-12,19:45 (03:45),Premier League,Matchweek 21,Tue,Home,D,3,3,Manchester Utd,54,49673,Fabricio Coloccini,4-2-3-1,Mike Dean,Match Report,
2016-01-16,15:00 (23:00),Premier League,Matchweek 22,Sat,Home,W,2,1,West Ham,51,50031,Fabricio Coloccini,4-2-3-1,Niel Swarbrick,Match Report,
2016-01-23,15:00 (23:00),Premier League,Matchweek 23,Sat,Away,L,1,2,Watford,49,20611,Fabricio Coloccini,3-4-3,Andre Marriner,Match Report,
2016-02-03,19:45 (03:45),Premier League,Matchweek 24,Wed,Away,L,0,3,Everton,44,36061,Fabricio Coloccini,4-1-4-1,Craig Pawson,Match Report,
