Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2015-07-02,19:45 (02:45),Europa Lg,First qualifying round,Thu,Home,W,3,0,ad FC Lusitanos,,34966,James Tomkins,4-2-2-2,Vadmins Direktorenko,Match Report,Leg 1 of 2
2015-07-09,19:30 (01:30),Europa Lg,First qualifying round,Thu,Away,W,1,0,ad FC Lusitanos,,837,James Tomkins,4-4-2,Anders Poulsen,Match Report,Leg 2 of 2; West Ham won
2015-07-16,19:45 (02:45),Europa Lg,Second qualifying round,Thu,Home,W,1,0,mt Birkirkara FC,,33048,Kevin Nolan,4-3-1-2,Markus Hameter,Match Report,Leg 1 of 2
2015-07-23,20:45 (02:45),Europa Lg,Second qualifying round,Thu,Away,W,0 (5),1 (3),mt Birkirkara FC,,14571,Kevin Nolan,4-4-2,Enea Jorgji,Match Report,Leg 2 of 2; West Ham won; West Ham won on penalty kicks following extra time
2015-07-30,19:45 (02:45),Europa Lg,Third qualifying round,Thu,Home,D,2,2,ro Astra Giurgiu,,33858,Mark Noble,4-3-1-2,Adrien Jaccottet,Match Report,Leg 1 of 2
2015-08-06,21:00 (02:00),Europa Lg,Third qualifying round,Thu,Away,L,1,2,ro Astra Giurgiu,,6300,Kyle Knoyle,4-2-2-2,Paolo Valeri,Match Report,Leg 2 of 2; Astra Giurgiu won
2015-08-09,13:30 (20:30),Premier League,Matchweek 1,Sun,Away,W,2,0,Arsenal,38,59996,Mark Noble,4-3-3,Martin Atkinson,Match Report,
2015-08-15,15:00 (22:00),Premier League,Matchweek 2,Sat,Home,L,1,2,Leicester City,70,34857,Mark Noble,4-3-3,Anthony Taylor,Match Report,
2015-08-22,15:00 (22:00),Premier League,Matchweek 3,Sat,Home,L,3,4,Bournemouth,46,34977,Mark Noble,4-3-3,Jonathan Moss,Match Report,
2015-08-29,15:00 (22:00),Premier League,Matchweek 4,Sat,Away,W,3,0,Liverpool,37,43680,Mark Noble,4-3-3,Kevin Friend,Match Report,
2015-09-14,20:00 (03:00),Premier League,Matchweek 5,Mon,Home,W,2,0,Newcastle Utd,39,34907,Mark Noble,4-2-3-1,Anthony Taylor,Match Report,
2015-09-19,17:30 (00:30),Premier League,Matchweek 6,Sat,Away,W,2,1,Manchester City,29,53545,Mark Noble,4-1-4-1,Robert Madley,Match Report,
2015-09-22,19:45 (02:45),League Cup,Third round,Tue,Away,L,1,2,Leicester City,,21268,,,Peter Bankes,Match Report,Required Extra Time
2015-09-26,15:00 (22:00),Premier League,Matchweek 7,Sat,Home,D,2,2,Norwich City,43,34857,Mark Noble,4-2-3-1,Mike Dean,Match Report,
2015-10-03,15:00 (22:00),Premier League,Matchweek 8,Sat,Away,D,2,2,Sunderland,56,42932,Mark Noble,4-2-3-1,Niel Swarbrick,Match Report,
2015-10-17,15:00 (22:00),Premier League,Matchweek 9,Sat,Away,W,3,1,Crystal Palace,62,24812,Mark Noble,4-1-4-1,Mark Clattenburg,Match Report,
2015-10-24,15:00 (22:00),Premier League,Matchweek 10,Sat,Home,W,2,1,Chelsea,46,34977,Mark Noble,4-2-3-1,Jonathan Moss,Match Report,
2015-10-31,15:00 (23:00),Premier League,Matchweek 11,Sat,Away,L,0,2,Watford,49,20598,Mark Noble,4-1-4-1,Keith Stroud,Match Report,
2015-11-07,15:00 (23:00),Premier League,Matchweek 12,Sat,Home,D,1,1,Everton,51,34977,Mark Noble,4-1-4-1,Paul Tierney,Match Report,
2015-11-22,16:00 (00:00),Premier League,Matchweek 13,Sun,Away,L,1,4,Tottenham,44,35968,Mark Noble,4-1-4-1,Anthony Taylor,Match Report,
2015-11-29,14:05 (22:05),Premier League,Matchweek 14,Sun,Home,D,1,1,West Brom,61,34914,Winston Reid,4-1-4-1,Martin Atkinson,Match Report,
2015-12-05,15:00 (23:00),Premier League,Matchweek 15,Sat,Away,D,0,0,Manchester Utd,37,75350,Mark Noble,4-1-4-1,Mark Clattenburg,Match Report,
2015-12-12,15:00 (23:00),Premier League,Matchweek 16,Sat,Home,D,0,0,Stoke City,47,34857,Mark Noble,4-1-4-1,Andre Marriner,Match Report,
2015-12-20,16:00 (00:00),Premier League,Matchweek 17,Sun,Away,D,0,0,Swansea City,27,20661,Mark Noble,4-1-4-1,Lee Mason,Match Report,
2015-12-26,15:00 (23:00),Premier League,Matchweek 18,Sat,Away,D,1,1,Aston Villa,41,38193,Mark Noble,4-3-1-2,Mike Dean,Match Report,
2015-12-28,17:30 (01:30),Premier League,Matchweek 19,Mon,Home,W,2,1,Southampton,49,34977,Mark Noble,4-3-3,Michael Oliver,Match Report,
2016-01-02,12:45 (20:45),Premier League,Matchweek 20,Sat,Home,W,2,0,Liverpool,36,34977,Mark Noble,4-4-2,Robert Madley,Match Report,
2016-01-09,15:00 (23:00),FA Cup,Third round,Sat,Home,W,1,0,Wolves,,34547,,,Anthony Taylor,Match Report,
2016-01-12,19:45 (03:45),Premier League,Matchweek 21,Tue,Away,W,3,1,Bournemouth,51,11071,Mark Noble,4-2-3-1,Martin Atkinson,Match Report,
2016-01-16,15:00 (23:00),Premier League,Matchweek 22,Sat,Away,L,1,2,Newcastle Utd,49,50031,Mark Noble,4-3-3,Niel Swarbrick,Match Report,
