Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2012-08-18,,Premier League,Matchweek 1,Sat,Home,W,1,0,Aston Villa,,,,4-3-3,Mike Dean,Match Report,
2012-08-25,,Premier League,Matchweek 2,Sat,Away,L,0,3,Swansea City,,,,4-3-3,Martin Atkinson,Match Report,
2012-09-01,,Premier League,Matchweek 3,Sat,Home,W,3,0,Fulham,,,,4-2-3-1,Anthony Taylor,Match Report,
2012-09-15,,Premier League,Matchweek 4,Sat,Away,D,0,0,Norwich City,,,,4-2-3-1,Chris Foy,Match Report,
2012-09-22,,Premier League,Matchweek 5,Sat,Home,D,1,1,Sunderland,,,,4-2-3-1,Lee Mason,Match Report,
2012-10-01,,Premier League,Matchweek 6,Mon,Away,W,2,1,QPR,,,,4-2-3-1,Mark Clattenburg,Match Report,
2012-10-06,,Premier League,Matchweek 7,Sat,Home,L,1,3,Arsenal,,,,4-2-3-1,Phil Dowd,Match Report,
2012-10-20,,Premier League,Matchweek 8,Sat,Home,W,4,1,Southampton,,,,4-2-3-1,Neil Swarbrick,Match Report,
2012-10-27,,Premier League,Matchweek 9,Sat,Away,L,1,2,Wigan Athletic,,,,4-3-3,Jon Moss,Match Report,
2012-11-03,,Premier League,Matchweek 10,Sat,Home,D,0,0,Manchester City,,,,4-2-3-1,Howard Webb,Match Report,
2012-11-11,,Premier League,Matchweek 11,Sun,Away,W,1,0,Newcastle Utd,,,,4-2-3-1,Mike Dean,Match Report,
2012-11-19,,Premier League,Matchweek 12,Mon,Home,D,1,1,Stoke City,,,,4-2-3-1,Chris Foy,Match Report,
2012-11-25,,Premier League,Matchweek 13,Sun,Away,L,1,3,Tottenham,,,,4-2-3-1,Andre Marriner,Match Report,
2012-11-28,,Premier League,Matchweek 14,Wed,Away,L,0,1,Manchester Utd,,,,4-5-1,Mike Jones,Match Report,
2012-12-01,,Premier League,Matchweek 15,Sat,Home,W,3,1,Chelsea,,,,4-2-3-1,Martin Atkinson,Match Report,
2012-12-09,,Premier League,Matchweek 16,Sun,Home,L,2,3,Liverpool,,,,4-2-3-1,Lee Probert,Match Report,
2012-12-16,,Premier League,Matchweek 17,Sun,Away,D,0,0,West Brom,,,,4-2-3-1,Phil Dowd,Match Report,
2012-12-22,,Premier League,Matchweek 18,Sat,Home,L,1,2,Everton,,,,4-4-1-1,Anthony Taylor,Match Report,
2012-12-29,,Premier League,Matchweek 20,Sat,Away,L,0,1,Reading,,,,4-4-1-1,Michael Oliver,Match Report,
2013-01-01,,Premier League,Matchweek 21,Tue,Home,W,2,1,Norwich City,,,,4-2-3-1,Mark Clattenburg,Match Report,
2013-01-12,,Premier League,Matchweek 22,Sat,Away,L,0,3,Sunderland,,,,4-2-3-1,Neil Swarbrick,Match Report,
2013-01-19,,Premier League,Matchweek 23,Sat,Home,D,1,1,QPR,,,,4-2-3-1,Howard Webb,Match Report,
2013-01-23,,Premier League,Matchweek 19,Wed,Away,L,1,5,Arsenal,,,,4-2-3-1,Andre Marriner,Match Report,
2013-01-30,,Premier League,Matchweek 24,Wed,Away,L,1,3,Fulham,,,,4-3-3,Chris Foy,Match Report,
2013-02-02,,Premier League,Matchweek 25,Sat,Home,W,1,0,Swansea City,,,,4-2-3-1,Lee Probert,Match Report,
2013-02-10,,Premier League,Matchweek 26,Sun,Away,L,1,2,Aston Villa,,,,3-4-3,Mark Clattenburg,Match Report,
2013-02-25,,Premier League,Matchweek 27,Mon,Home,L,2,3,Tottenham,,,,4-3-3,Howard Webb,Match Report,
2013-03-02,,Premier League,Matchweek 28,Sat,Away,W,1,0,Stoke City,,,,4-3-3,Jon Moss,Match Report,
2013-03-17,,Premier League,Matchweek 30,Sun,Away,L,0,2,Chelsea,,,,4-5-1,Michael Oliver,Match Report,
2013-03-30,,Premier League,Matchweek 31,Sat,Home,W,3,1,West Brom,,,,4-2-3-1,Andre Marriner,Match Report,
2013-04-07,,Premier League,Matchweek 32,Sun,Away,D,0,0,Liverpool,,,,4-2-3-1,Anthony Taylor,Match Report,
2013-04-13,,Premier League,Matchweek 33,Sat,Away,D,1,1,Southampton,,,,4-2-3-1,Mike Dean,Match Report,
2013-04-17,,Premier League,Matchweek 29,Wed,Home,D,2,2,Manchester Utd,,,,4-2-3-1,Lee Probert,Match Report,
2013-04-20,,Premier League,Matchweek 34,Sat,Home,W,2,0,Wigan Athletic,,,,4-2-3-1,Neil Swarbrick,Match Report,
2013-04-27,,Premier League,Matchweek 35,Sat,Away,L,1,2,Manchester City,,,,4-2-3-1,Howard Webb,Match Report,
2013-05-04,,Premier League,Matchweek 36,Sat,Home,D,0,0,Newcastle Utd,,,,4-2-3-1,Phil Dowd,Match Report,
2013-05-12,,Premier League,Matchweek 37,Sun,Away,L,0,2,Everton,,,,4-2-3-1,Phil Dowd,Match Report,
2013-05-19,,Premier League,Matchweek 38,Sun,Home,W,4,2,Reading,,,,4-2-3-1,Mike Dean,Match Report,
