Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2014-07-31,19:00 (01:00),Europa Lg,Third qualifying round,Thu,Away,D,0,0,sk FK AS Trenčín,,8254,,,Davide Massa,Match Report,Leg 1 of 2
2014-08-07,19:30 (02:30),Europa Lg,Third qualifying round,Thu,Home,W,2,1,sk FK AS Trenčín,,21156,,,Bas Nijhuis,Match Report,Leg 2 of 2; Hull City won
2014-08-16,15:00 (22:00),Premier League,Matchweek 1,Sat,Away,W,1,0,QPR,49,17603,,3-4-3,Craig Pawson,Match Report,
2014-08-21,20:30 (02:30),Europa Lg,Play-off round,Thu,Away,L,0,1,be Lokeren,,7935,,,Matej Jug,Match Report,Leg 1 of 2
2014-08-24,13:30 (20:30),Premier League,Matchweek 2,Sun,Home,D,1,1,Stoke City,43,24348,,3-5-2,Jonathan Moss,Match Report,
2014-08-28,19:45 (02:45),Europa Lg,Play-off round,Thu,Home,W,2,1,be Lokeren,,18149,,,Ovidiu Hațegan,Match Report,Leg 2 of 2; Lokeren won
2014-08-31,13:30 (20:30),Premier League,Matchweek 3,Sun,Away,L,1,2,Aston Villa,55,28336,,3-5-2,Mark Clattenburg,Match Report,
2014-09-15,20:00 (03:00),Premier League,Matchweek 4,Mon,Home,D,2,2,West Ham,41,21275,,4-4-2,Martin Atkinson,Match Report,
2014-09-20,15:00 (22:00),Premier League,Matchweek 5,Sat,Away,D,2,2,Newcastle Utd,37,49119,,4-4-2,Niel Swarbrick,Match Report,
2014-09-24,20:00 (03:00),League Cup,Third round,Wed,Away,L,2,3,West Brom,,10496,,,Philip Dowd,Match Report,
2014-09-27,15:00 (22:00),Premier League,Matchweek 6,Sat,Home,L,2,4,Manchester City,40,22859,,4-4-2,Anthony Taylor,Match Report,
2014-10-04,15:00 (22:00),Premier League,Matchweek 7,Sat,Home,W,2,0,Crystal Palace,59,24281,,3-5-2,Mike Dean,Match Report,
2014-10-18,15:00 (22:00),Premier League,Matchweek 8,Sat,Away,D,2,2,Arsenal,34,60004,,3-5-1-1,Roger East,Match Report,
2014-10-25,15:00 (22:00),Premier League,Matchweek 9,Sat,Away,D,0,0,Liverpool,34,44591,,3-5-1-1,Niel Swarbrick,Match Report,
2014-11-01,15:00 (23:00),Premier League,Matchweek 10,Sat,Home,L,0,1,Southampton,47,22828,,3-5-1-1,Martin Atkinson,Match Report,
2014-11-08,15:00 (23:00),Premier League,Matchweek 11,Sat,Away,L,0,1,Burnley,53,16998,,3-4-1-2,Mark Clattenburg,Match Report,
2014-11-23,16:00 (00:00),Premier League,Matchweek 12,Sun,Home,L,1,2,Tottenham,27,23561,,4-2-3-1,Craig Pawson,Match Report,
2014-11-29,15:00 (23:00),Premier League,Matchweek 13,Sat,Away,L,0,3,Manchester Utd,24,75345,,3-5-2,Anthony Taylor,Match Report,
2014-12-03,19:45 (03:45),Premier League,Matchweek 14,Wed,Away,D,1,1,Everton,43,34625,,4-4-1-1,Robert Madley,Match Report,
2014-12-06,15:00 (23:00),Premier League,Matchweek 15,Sat,Home,D,0,0,West Brom,49,23279,,4-4-2,Michael Oliver,Match Report,
2014-12-13,15:00 (23:00),Premier League,Matchweek 16,Sat,Away,L,0,2,Chelsea,40,41626,,5-3-2,Chris Foy,Match Report,
2014-12-20,15:00 (23:00),Premier League,Matchweek 17,Sat,Home,L,0,1,Swansea City,57,21913,,5-3-2,Mark Clattenburg,Match Report,
2014-12-26,15:00 (23:00),Premier League,Matchweek 18,Fri,Away,W,3,1,Sunderland,52,44817,,4-4-1-1,Andre Marriner,Match Report,
2014-12-28,15:00 (23:00),Premier League,Matchweek 19,Sun,Home,L,0,1,Leicester City,62,23809,,4-4-2,Philip Dowd,Match Report,
2015-01-01,15:00 (23:00),Premier League,Matchweek 20,Thu,Home,W,2,0,Everton,45,23865,,4-4-2,Kevin Friend,Match Report,
2015-01-04,17:30 (01:30),FA Cup,Third round,Sun,Away,L,0,2,Arsenal,,59439,,,Robert Madley,Match Report,
2015-01-10,15:00 (23:00),Premier League,Matchweek 21,Sat,Away,L,0,1,West Brom,49,24818,,4-4-2,Niel Swarbrick,Match Report,
2015-01-18,13:30 (21:30),Premier League,Matchweek 22,Sun,Away,L,0,3,West Ham,46,34914,,3-5-1-1,Martin Atkinson,Match Report,
2015-01-31,12:45 (20:45),Premier League,Matchweek 23,Sat,Home,L,0,3,Newcastle Utd,53,23925,,4-4-2,Philip Dowd,Match Report,
2015-02-07,15:00 (23:00),Premier League,Matchweek 24,Sat,Away,D,1,1,Manchester City,26,45233,,3-4-3,Jonathan Moss,Match Report,
2015-02-10,19:45 (03:45),Premier League,Matchweek 25,Tue,Home,W,2,0,Aston Villa,38,21467,,3-5-2,Michael Oliver,Match Report,
2015-02-21,15:00 (23:00),Premier League,Matchweek 26,Sat,Home,W,2,1,QPR,54,24466,,3-5-2,Anthony Taylor,Match Report,
2015-02-28,15:00 (23:00),Premier League,Matchweek 27,Sat,Away,L,0,1,Stoke City,42,26473,,3-5-1-1,Chris Foy,Match Report,
2015-03-03,19:45 (03:45),Premier League,Matchweek 28,Tue,Home,D,1,1,Sunderland,42,23017,,3-5-2,Mike Dean,Match Report,
2015-03-14,15:00 (23:00),Premier League,Matchweek 29,Sat,Away,D,0,0,Leicester City,49,31456,,3-5-2,Jonathan Moss,Match Report,
2015-03-22,16:00 (00:00),Premier League,Matchweek 30,Sun,Home,L,2,3,Chelsea,43,24598,,3-5-2,Michael Oliver,Match Report,
2015-04-04,15:00 (22:00),Premier League,Matchweek 31,Sat,Away,L,1,3,Swansea City,42,20333,,3-5-2,Andre Marriner,Match Report,
2015-04-11,15:00 (22:00),Premier League,Matchweek 32,Sat,Away,L,0,2,Southampton,46,30359,,4-4-2,Kevin Friend,Match Report,
2015-04-25,15:00 (22:00),Premier League,Matchweek 34,Sat,Away,W,2,0,Crystal Palace,54,23876,,3-5-2,Mark Clattenburg,Match Report,
2015-04-28,19:45 (02:45),Premier League,Matchweek 33,Tue,Home,W,1,0,Liverpool,31,24843,,3-5-2,Lee Probert,Match Report,
2015-05-04,20:00 (03:00),Premier League,Matchweek 35,Mon,Home,L,1,3,Arsenal,32,23628,,3-5-2,Lee Mason,Match Report,
2015-05-09,15:00 (22:00),Premier League,Matchweek 36,Sat,Home,L,0,1,Burnley,55,24877,,3-5-2,Martin Atkinson,Match Report,
2015-05-16,15:00 (22:00),Premier League,Matchweek 37,Sat,Away,L,0,2,Tottenham,44,35857,,3-5-2,Anthony Taylor,Match Report,
2015-05-24,15:00 (22:00),Premier League,Matchweek 38,Sun,Home,D,0,0,Manchester Utd,41,24745,,3-5-2,Lee Probert,Match Report,
