Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2014-08-16,15:00 (22:00),Premier League,Matchweek 1,Sat,Home,L,0,1,Tottenham,47,34977,,4-2-3-1,Chris Foy,Match Report,
2014-08-23,15:00 (22:00),Premier League,Matchweek 2,Sat,Away,W,3,1,Crystal Palace,54,24242,,4-2-3-1,Mark Clattenburg,Match Report,
2014-08-26,19:45 (02:45),League Cup,Second round,Tue,Home,D,1 (4),1 (5),Sheffield Utd,,28930,,,James Linington,Match Report,Sheffield Utd won on penalty kicks following extra time
2014-08-30,15:00 (22:00),Premier League,Matchweek 3,Sat,Home,L,1,3,Southampton,36,34907,,4-2-3-1,Mike Dean,Match Report,
2014-09-15,20:00 (03:00),Premier League,Matchweek 4,Mon,Away,D,2,2,Hull City,59,21275,,4-1-2-1-2◆,Martin Atkinson,Match Report,
2014-09-20,17:30 (00:30),Premier League,Matchweek 5,Sat,Home,W,3,1,Liverpool,38,34977,,4-1-2-1-2◆,Craig Pawson,Match Report,
2014-09-27,15:00 (22:00),Premier League,Matchweek 6,Sat,Away,L,1,2,Manchester Utd,43,75317,,4-2-3-1,Lee Mason,Match Report,
2014-10-05,16:15 (23:15),Premier League,Matchweek 7,Sun,Home,W,2,0,QPR,49,34907,,4-1-2-1-2◆,Anthony Taylor,Match Report,
2014-10-18,15:00 (22:00),Premier League,Matchweek 8,Sat,Away,W,3,1,Burnley,53,18936,,4-1-2-1-2◆,Kevin Friend,Match Report,
2014-10-25,12:45 (19:45),Premier League,Matchweek 9,Sat,Home,W,2,1,Manchester City,31,34977,,4-1-2-1-2◆,Martin Atkinson,Match Report,
2014-11-01,15:00 (23:00),Premier League,Matchweek 10,Sat,Away,D,2,2,Stoke City,41,27174,,4-3-3,Chris Foy,Match Report,
2014-11-08,15:00 (23:00),Premier League,Matchweek 11,Sat,Home,D,0,0,Aston Villa,58,34857,,4-1-2-1-2◆,Jonathan Moss,Match Report,
2014-11-22,15:00 (23:00),Premier League,Matchweek 12,Sat,Away,L,1,2,Everton,44,39182,,5-3-2,Mark Clattenburg,Match Report,
2014-11-29,15:00 (23:00),Premier League,Matchweek 13,Sat,Home,W,1,0,Newcastle Utd,48,34977,,4-2-3-1,Mike Dean,Match Report,
