Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2014-08-16,15:00 (22:00),Premier League,Matchweek 1,Sat,Home,L,0,1,Aston Villa,63,27478,,4-2-3-1,Anthony Taylor,Match Report,
2014-08-24,13:30 (20:30),Premier League,Matchweek 2,Sun,Away,D,1,1,Hull City,57,24348,,4-2-3-1,Jonathan Moss,Match Report,
2014-08-27,19:45 (02:45),League Cup,Second round,Wed,Home,W,3,0,Portsmouth,,10312,,,Andrew D'Urso,Match Report,
2014-08-30,15:00 (22:00),Premier League,Matchweek 3,Sat,Away,W,1,0,Manchester City,28,45622,,4-4-1-1,Lee Mason,Match Report,
2014-09-13,15:00 (22:00),Premier League,Matchweek 4,Sat,Home,L,0,1,Leicester City,59,27500,,4-2-3-1,Michael Oliver,Match Report,
2014-09-20,12:45 (19:45),Premier League,Matchweek 5,Sat,Away,D,2,2,QPR,48,16163,,4-2-3-1,Martin Atkinson,Match Report,
2014-09-23,19:45 (02:45),League Cup,Third round,Tue,Away,W,2,1,Sunderland,,17353,,,Mike Dean,Match Report,
2014-09-29,20:00 (03:00),Premier League,Matchweek 6,Mon,Home,W,1,0,Newcastle Utd,44,26332,,4-2-3-1,Craig Pawson,Match Report,
2014-10-04,15:00 (22:00),Premier League,Matchweek 7,Sat,Away,L,1,3,Sunderland,61,42713,,4-2-3-1,Niel Swarbrick,Match Report,
2014-10-19,16:00 (23:00),Premier League,Matchweek 8,Sun,Home,W,2,1,Swansea City,43,27017,,4-2-3-1,Michael Oliver,Match Report,
2014-10-25,15:00 (22:00),Premier League,Matchweek 9,Sat,Away,L,0,1,Southampton,39,30017,,4-2-3-1,Jonathan Moss,Match Report,
2014-10-29,19:45 (03:45),League Cup,Fourth round,Wed,Home,L,2,3,Southampton,,16340,,,Lee Mason,Match Report,
2014-11-01,15:00 (23:00),Premier League,Matchweek 10,Sat,Home,D,2,2,West Ham,60,27174,,4-2-3-1,Chris Foy,Match Report,
2014-11-09,13:30 (21:30),Premier League,Matchweek 11,Sun,Away,W,2,1,Tottenham,40,35699,,4-2-3-1,Mark Jones,Match Report,
2014-11-22,15:00 (23:00),Premier League,Matchweek 12,Sat,Home,L,1,2,Burnley,73,27018,,4-2-3-1,Martin Atkinson,Match Report,
2014-11-29,15:00 (23:00),Premier League,Matchweek 13,Sat,Away,L,0,1,Liverpool,52,44735,,4-2-3-1,Craig Pawson,Match Report,
2014-12-02,19:45 (03:45),Premier League,Matchweek 14,Tue,Away,L,1,2,Manchester Utd,36,75388,,4-2-3-1,Jonathan Moss,Match Report,
2014-12-06,15:00 (23:00),Premier League,Matchweek 15,Sat,Home,W,3,2,Arsenal,43,27367,,4-2-3-1,Anthony Taylor,Match Report,
2014-12-13,15:00 (23:00),Premier League,Matchweek 16,Sat,Away,D,1,1,Crystal Palace,56,23038,,4-2-3-1,Kevin Friend,Match Report,
2014-12-22,20:00 (04:00),Premier League,Matchweek 17,Mon,Home,L,0,2,Chelsea,51,27550,,4-2-3-1,Niel Swarbrick,Match Report,
2014-12-26,15:00 (23:00),Premier League,Matchweek 18,Fri,Away,W,1,0,Everton,38,39166,,4-2-3-1,Lee Mason,Match Report,
2014-12-28,15:00 (23:00),Premier League,Matchweek 19,Sun,Home,W,2,0,West Brom,51,20707,,4-2-3-1,Roger East,Match Report,
2015-01-01,12:45 (20:45),Premier League,Matchweek 20,Thu,Home,D,1,1,Manchester Utd,34,27203,,4-4-2,Michael Oliver,Match Report,
2015-01-04,15:00 (23:00),FA Cup,Third round,Sun,Home,W,3,1,Wrexham,,19423,,,Simon Hooper,Match Report,
2015-01-11,13:30 (21:30),Premier League,Matchweek 21,Sun,Away,L,0,3,Arsenal,46,59956,,4-2-3-1,Jonathan Moss,Match Report,
2015-01-17,15:00 (23:00),Premier League,Matchweek 22,Sat,Away,W,1,0,Leicester City,57,31772,,4-2-3-1,Andre Marriner,Match Report,
2015-01-26,20:00 (04:00),FA Cup,Fourth round,Mon,Away,W,4,1,Rochdale,,7443,,,Martin Atkinson,Match Report,
2015-01-31,15:00 (23:00),Premier League,Matchweek 23,Sat,Home,W,3,1,QPR,52,27512,,4-2-3-1,Mike Dean,Match Report,
2015-02-08,14:05 (22:05),Premier League,Matchweek 24,Sun,Away,D,1,1,Newcastle Utd,58,47763,,4-2-3-1,Chris Foy,Match Report,
2015-02-11,19:45 (03:45),Premier League,Matchweek 25,Wed,Home,L,1,4,Manchester City,51,27011,,4-2-3-1,Lee Mason,Match Report,
2015-02-14,15:00 (23:00),FA Cup,Fifth round,Sat,Away,L,1,4,Blackburn,,13934,,,Anthony Taylor,Match Report,
2015-02-21,15:00 (23:00),Premier League,Matchweek 26,Sat,Away,W,2,1,Aston Villa,48,31880,,4-3-3,Roger East,Match Report,
2015-02-28,15:00 (23:00),Premier League,Matchweek 27,Sat,Home,W,1,0,Hull City,58,26473,,4-2-3-1,Chris Foy,Match Report,
2015-03-04,19:45 (03:45),Premier League,Matchweek 28,Wed,Home,W,2,0,Everton,44,26431,,4-2-3-1,Mark Clattenburg,Match Report,
2015-03-14,15:00 (23:00),Premier League,Matchweek 29,Sat,Away,L,0,1,West Brom,57,24323,,4-2-3-1,Kevin Friend,Match Report,
2015-03-21,15:00 (23:00),Premier League,Matchweek 30,Sat,Home,L,1,2,Crystal Palace,57,27532,,4-2-3-1,Andre Marriner,Match Report,
2015-04-04,17:30 (00:30),Premier League,Matchweek 31,Sat,Away,L,1,2,Chelsea,40,41098,,4-4-2,Jonathan Moss,Match Report,
2015-04-11,15:00 (22:00),Premier League,Matchweek 32,Sat,Away,D,1,1,West Ham,65,34946,,4-2-3-1,Roger East,Match Report,
2015-04-18,15:00 (22:00),Premier League,Matchweek 33,Sat,Home,W,2,1,Southampton,48,26467,,4-2-3-1,Mark Clattenburg,Match Report,
2015-04-25,15:00 (22:00),Premier League,Matchweek 34,Sat,Home,D,1,1,Sunderland,61,26706,,4-2-3-1,Martin Atkinson,Match Report,
2015-05-02,15:00 (22:00),Premier League,Matchweek 35,Sat,Away,L,0,2,Swansea City,53,20661,,4-2-3-1,Craig Pawson,Match Report,
2015-05-09,15:00 (22:00),Premier League,Matchweek 36,Sat,Home,W,3,0,Tottenham,45,27104,,4-2-3-1,Mark Clattenburg,Match Report,
2015-05-16,15:00 (22:00),Premier League,Matchweek 37,Sat,Away,D,0,0,Burnley,54,18636,,4-2-3-1,Michael Oliver,Match Report,
2015-05-24,15:00 (22:00),Premier League,Matchweek 38,Sun,Home,W,6,1,Liverpool,46,27602,,4-2-3-1,Anthony Taylor,Match Report,
