Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2013-08-19,,Premier League,Matchweek 1,Mon,Away,L,0,4,Manchester City,,,,4-3-3,Andre Marriner,Match Report,
2013-08-24,,Premier League,Matchweek 2,Sat,Home,D,0,0,West Ham,,,,4-4-2,Phil Dowd,Match Report,
2013-08-31,,Premier League,Matchweek 3,Sat,Home,W,1,0,Fulham,,,,4-4-2,Chris Foy,Match Report,
2013-09-14,,Premier League,Matchweek 4,Sat,Away,W,2,1,Aston Villa,,,,4-2-3-1,Mike Dean,Match Report,
2013-09-21,,Premier League,Matchweek 5,Sat,Home,L,2,3,Hull City,,,,4-3-3,Martin Atkinson,Match Report,
2013-09-30,,Premier League,Matchweek 6,Mon,Away,L,2,3,Everton,,,,4-2-3-1,Phil Dowd,Match Report,
2013-10-05,,Premier League,Matchweek 7,Sat,Away,W,2,1,Cardiff City,,,,4-1-4-1,Kevin Friend,Match Report,
2013-10-19,,Premier League,Matchweek 8,Sat,Home,D,2,2,Liverpool,,,,4-2-3-1,Andre Marriner,Match Report,
2013-10-27,,Premier League,Matchweek 9,Sun,Away,L,1,2,Sunderland,,,,4-3-3,Lee Probert,Match Report,
2013-11-02,,Premier League,Matchweek 10,Sat,Home,W,2,0,Chelsea,,,,4-4-2,Lee Mason,Match Report,
2013-11-10,,Premier League,Matchweek 11,Sun,Away,W,1,0,Tottenham,,,,4-4-2,Chris Foy,Match Report,
2013-11-23,,Premier League,Matchweek 12,Sat,Home,W,2,1,Norwich City,,,,4-4-2,Mike Dean,Match Report,
2013-11-30,,Premier League,Matchweek 13,Sat,Home,W,2,1,West Brom,,,,4-4-2,Phil Dowd,Match Report,
2013-12-04,,Premier League,Matchweek 14,Wed,Away,L,0,3,Swansea City,,,,4-4-2,Howard Webb,Match Report,
2013-12-07,,Premier League,Matchweek 15,Sat,Away,W,1,0,Manchester Utd,,,,4-3-3,Andre Marriner,Match Report,
2013-12-14,,Premier League,Matchweek 16,Sat,Home,D,1,1,Southampton,,,,4-4-2,Mike Jones,Match Report,
2013-12-21,,Premier League,Matchweek 17,Sat,Away,W,3,0,Crystal Palace,,,,4-2-3-1,Neil Swarbrick,Match Report,
2013-12-26,,Premier League,Matchweek 18,Thu,Home,W,5,1,Stoke City,,,,4-2-3-1,Martin Atkinson,Match Report,
2013-12-29,,Premier League,Matchweek 19,Sun,Home,L,0,1,Arsenal,,,,4-2-3-1,Lee Probert,Match Report,
2014-01-01,,Premier League,Matchweek 20,Wed,Away,L,0,1,West Brom,,,,4-2-3-1,Lee Mason,Match Report,
2014-01-12,,Premier League,Matchweek 21,Sun,Home,L,0,2,Manchester City,,,,4-2-3-1,Mike Jones,Match Report,
2014-01-18,,Premier League,Matchweek 22,Sat,Away,W,3,1,West Ham,,,,4-2-3-1,Andre Marriner,Match Report,
2014-01-28,,Premier League,Matchweek 23,Tue,Away,D,0,0,Norwich City,,,,4-2-3-1,Chris Foy,Match Report,
2014-02-01,,Premier League,Matchweek 24,Sat,Home,L,0,3,Sunderland,,,,4-2-3-1,Phil Dowd,Match Report,
2014-02-08,,Premier League,Matchweek 25,Sat,Away,L,0,3,Chelsea,,,,4-2-3-1,Howard Webb,Match Report,
2014-02-12,,Premier League,Matchweek 26,Wed,Home,L,0,4,Tottenham,,,,4-2-3-1,Neil Swarbrick,Match Report,
2014-02-23,,Premier League,Matchweek 27,Sun,Home,W,1,0,Aston Villa,,,,4-4-2,Martin Atkinson,Match Report,
2014-03-01,,Premier League,Matchweek 28,Sat,Away,W,4,1,Hull City,,,,4-4-1-1,Kevin Friend,Match Report,
2014-03-15,,Premier League,Matchweek 30,Sat,Away,L,0,1,Fulham,,,,4-4-1-1,Howard Webb,Match Report,
2014-03-22,,Premier League,Matchweek 31,Sat,Home,W,1,0,Crystal Palace,,,,4-4-1-1,Lee Probert,Match Report,
2014-03-25,,Premier League,Matchweek 29,Tue,Home,L,0,3,Everton,,,,4-4-2,Lee Mason,Match Report,
2014-03-29,,Premier League,Matchweek 32,Sat,Away,L,0,4,Southampton,,,,4-2-3-1,Andre Marriner,Match Report,
2014-04-05,,Premier League,Matchweek 33,Sat,Home,L,0,4,Manchester Utd,,,,4-2-3-1,Kevin Friend,Match Report,
2014-04-12,,Premier League,Matchweek 34,Sat,Away,L,0,1,Stoke City,,,,3-5-2,Mike Jones,Match Report,
2014-04-19,,Premier League,Matchweek 35,Sat,Home,L,1,2,Swansea City,,,,4-2-3-1,Chris Foy,Match Report,
2014-04-28,,Premier League,Matchweek 36,Mon,Away,L,0,3,Arsenal,,,,4-2-3-1,Neil Swarbrick,Match Report,
2014-05-03,,Premier League,Matchweek 37,Sat,Home,W,3,0,Cardiff City,,,,4-4-1-1,Martin Atkinson,Match Report,
2014-05-11,,Premier League,Matchweek 38,Sun,Away,L,1,2,Liverpool,,,,5-4-1,Phil Dowd,Match Report,
